National Code,Title,TGA Status,State Code,Nominal Hours
FNSCUS504,Manage premium customer relationships,Current,AUQ95,60
FNSCUS505,Determine client requirements and expectations,Current,AUQ87,60
FNSCUS506,Record and implement client instructions,Current,AUQ89,60
FNSCUS601,"Establish, manage and monitor key relationships",Current,AUQ92,50
FNSFLT201,Develop and use a personal budget,Current,AUQ86,20
FNSFLT202,Develop and use a savings plan,Current,AUQ97,20
FNSFLT203,Develop knowledge of debt and consumer credit,Current,AUQ88,25
FNSFLT204,Develop knowledge of superannuation,Current,AUQ91,40
FNSFLT205,Develop knowledge of the Australian financial system and markets,Current,AUR00,40
FNSFLT206,Develop knowledge of taxation,Current,AUQ98,35
FNSFLT301,Be MoneySmart,Current,AUQ99,35
FNSFLT401,Be MoneySmart through a career in small business,Current,AUQ94,35
FNSFLT501,Assist customers to budget and manage own finances,Current,AUR06,40
FNSFLT502,Facilitate customer awareness of the Australian financial system and markets,Current,AUQ90,40
FNSFLT503,Promote basic financial literacy skills,Current,AUR32,30
FNSFLT504,Facilitate customer knowledge of personal financial statements,Current,AUQ93,30
FNSFLT505,Facilitate customer or employee knowledge of superannuation as an investment tool,Current,AUQ96,60
FNSFMB401,Prepare loan application on behalf of finance or mortgage broking clients,Current,AUR04,20
FNSFMB402,Identify client needs for broking services,Current,AUR08,20
FNSFMB403,Present broking options to client,Current,AUR02,20
FNSFMB501,Settle applications and loan arrangements in the finance and mortgage broking industry,Current,AUR01,15
FNSFMB502,Identify and develop broking options for clients with complex needs,Current,AUR07,60
FNSFMB503,Present broking options to client with complex needs,Current,AUR10,50
FNSFMB504,Implement complex loan structures,Current,AUR03,50
FNSFMK401,Reconcile financial transactions,Current,AUR09,20
FNSFMK402,Develop and maintain knowledge of financial markets products,Current,AUX19,35
FNSFMK403,Interpret financial markets information,Current,AUR05,35
FNSFMK501,Analyse financial markets and information,Current,AUR12,60
FNSFMK502,Analyse financial market products for client,Current,AUR13,45
FNSFMK503,Advise clients on financial risk,Current,AUR16,60
FNSFMK504,Complete confirmation and settlement processes,Current,AUR15,40
FNSFMK505,Comply with financial services regulation and industry codes of practice,Current,AUR11,40
FNSFMK506,Detect errors and fraud when processing financial transactions,Current,AUR14,55
FNSFMK507,Analyse risk mitigation in the operations process,Current,AUR20,55
FNSFMK508,Monitor and process collateral,Current,AUR19,60
FNSFMK509,Process transaction documentation,Current,AUR27,55
FNSFMK510,Prepare trading strategies for clients,Current,AUX11,60
FNSFMK511,Apply limits when trading,Current,AUR26,55
FNSFMK512,Apply knowledge of emissions markets,Current,AUR23,50
FNSFMK601,Price financial transactions,Current,AUR28,60
FNSFMK602,Hedge financial products,Current,AUR17,70
FNSFPL401,Extract and analyse information on specified financial strategies and products,Current,AUX20,50
FNSFPL402,Prepare financial plans to set strategies and guidelines,Current,AUR21,50
FNSFPL403,Implement financial plans to predetermined guidelines,Current,AUR18,40
FNSFPL501,Comply with financial planning practice ethical and operational guidelines and regulations,Current,AUR22,50
FNSFPL502,Conduct financial planning analysis and research,Current,AUX27,50
FNSFPL503,Develop and prepare financial plan,Current,AUR66,60
FNSFPL504,Implement financial plan,Current,AUR25,50
FNSFPL505,Review financial plans and provide ongoing service,Current,AUR40,40
FNSFPL506,Determine client financial requirements and expectations,Current,AUR24,60
FNSFPL507,Provide financial planning advice,Current,AUR46,50
FNSFPL508,Conduct complex financial planning research,Current,AUR38,50
FNSFPL601,Provide technical and professional guidance,Current,AUR49,40
FNSFPL602,Determine client requirements and expectations for clients with complex needs,Current,AUR48,50
FNSFPL603,Provide comprehensive monitoring and ongoing service,Current,AUR33,40
FNSFPL604,Develop complex and innovative financial planning strategies,Current,AUR34,50
FNSFPL605,Present and negotiate complex and innovative financial plans,Current,AUR35,40
FNSFPL606,Implement complex and innovative financial plans,Current,AUR31,50
FNSIAD301,Provide general advice on financial products and services,Current,AUR43,30
FNSIAD501,"Provide appropriate services, advice and products to clients",Current,AUR30,120
FNSIAD502,Provide appropriate and timely information and advice to clients,Current,AUR29,70
FNSIBK302,Provide general advice in general insurance broking products and services,Current,AUR37,35
FNSIBK401,"Research, analyse and report information in insurance broking",Current,AUR36,35
FNSIBK402,Implement new or renewed insurance program for insurance broking clients,Current,AUR39,35
FNSIBK403,Place client insurances with insurer and confirm insurance cover with clients,Current,AUR59,35
FNSIBK404,Provide a claims service to an insurance broking client,Current,AUR41,30
FNSIBK405,Meet industry and legislative guidelines and organisational procedures relating to insurance broking,Current,AUR42,35
FNSIBK406,Deliver professional insurance broking services,Current,AUR44,35
FNSIBK507,Review service performance,Current,AUR54,55
FNSIBK508,Implement changes to broking client's insurance program,Current,AUR45,55
FNSIBK512,Negotiate complex claims settlement for insurance broking client,Current,AUR52,40
FNSIBK513,Prepare a submission for new business,Current,AUR50,55
FNSIBK514,Manage a complex risk portfolio for a broking client,Current,AUR62,70
FNSIBK515,Monitor broking client requirements and establish loss control programs,Current,AUR53,70
FNSIBK601,Develop guidelines for broking services,Current,AUR51,70
FNSIBK602,Manage implementation of broking service support systems,Current,AUR47,80
FNSIBK603,"Manage contractual, legislative and code of practice obligations and requirements",Current,AUR58,70
FNSIBK604,Manage a sales plan for insurance broking services,Current,AUR64,70
FNSIBK606,Manage compliance requirements for an insurance broking business,Current,AUR65,60
FNSIBK607,Lead ethical work practices in an insurance brokerage,Current,AUR61,70
FNSIBK608,Establish and maintain strategic networks and collaborative relationships,Current,AUR71,70
FNSIGN401,Provide technical guidance,Current,AUR56,80
FNSIGN402,Inspect quality of work,Current,AUW98,80
FNSIGN403,Estimate jobs,Current,AUR57,120
FNSIGN404,Inspect damage and develop scope of work,Current,AUR76,120
FNSIGN406,Inspect property for saleable items and determine their value,Current,AUR55,30
FNSILA501,Plan and implement loss investigation,Current,AUS06,120
FNSILA502,Evaluate collected information,Current,AUR60,120
FNSILA503,Report findings and provide guidance to involved parties,Current,AUR63,80
FNSILA504,Negotiate and effect settlement,Current,AUR73,60
FNSILA505,Provide ancillary services,Current,AUX06,60
FNSILD501,Prepare a distribution plan,Current,AUR69,60
FNSILD502,Resource a distribution plan,Current,AUR67,60
FNSILD503,Establish services to provide advice,Current,AUR79,50
FNSILD504,Implement and manage the distribution plan,Current,AUR68,50
FNSILF302,Process a life insurance application,Current,AUP52,20
FNSILF303,Issue a life insurance policy,Current,AUR85,20
FNSILF401,Contribute to the life risk underwriting process,Current,AUR87,50
FNSILF402,Settle policy payments and terminations,Current,AUR88,50
FNSILF403,Develop and maintain in-depth knowledge of products and services used by the life insurance sector,Current,AUW99,50
FNSILF404,Process requests for policy alterations and assignments,Current,AUR84,30
FNSILF405,Evaluate life insurance claims,Current,AUR70,40
FNSILF406,Collect and manage information to facilitate claims assessment,Current,AUR75,40
FNSILF407,Settle life insurance claims,Current,AUR72,40
FNSILF408,Process life insurance contract maturity and surrender payment requests,Current,AUR74,30
FNSILF501,Assess extraordinary risks,Current,AUR83,60
FNSILF502,Underwrite complex medical risks,Current,AUR77,50
FNSILF503,Underwrite complex non-medical risks,Current,AUR81,50
FNSILF504,Manage complex life insurance claims,Current,AUR80,45
FNSILF505,Manage ongoing disability claims,Current,AUR78,45
FNSILF506,Manage group life insurance claims,Current,AUR90,45
FNSILF507,Manage group life insurance policy administration,Current,AUS04,45
FNSINC301,Work effectively in the financial services industry,Current,AUR92,45
FNSINC401,Apply principles of professional practice to work in the financial services industry,Current,AUR82,20
FNSINC402,Develop and maintain in-depth knowledge of products and services used by an organisation or sector,Current,AUR86,40
FNSINC501,Conduct product research to support recommendations,Current,AUR89,80
FNSINC502,Assess financial products and services vulnerability to money laundering and terrorism financing,Current,AUR91,70
FNSINC601,Apply economic principles to work in the financial services industry,Current,AUR93,55
FNSINC602,Interpret and use financial statistics and tools,Current,AUP48,55
FNSISV301,Evaluate risk for renewal business,Current,AUS11,30
FNSISV302,Process alteration to insurance policy,Current,AUS05,20
FNSISV303,Issue contract of insurance,Current,AUR94,20
FNSISV304,Issue insurance renewal advice,Current,AUS09,10
FNSISV305,Issue insurance cancellation advice,Current,AUR97,10
FNSISV306,Receive and record or register a claim,Current,AUS12,20
FNSISV307,Follow organisation procedures to process claim,Current,AUS08,10
FNSISV308,Process facultative and treaty reinsurance claims,Current,AUR98,40
FNSISV309,Settle insurance claims,Current,AUR95,40
FNSISV310,Process insurance claims payments,Current,AUS00,20
FNSISV401,Evaluate risk for new business,Current,AUS17,40
FNSISV402,Underwrite new business,Current,AUS01,50
FNSISV403,Survey potential risk exposure,Current,AUR96,100
FNSISV404,Underwrite renewal business,Current,AUS10,50
FNSISV405,Analyse insurance claims,Current,AUX01,60
FNSISV406,Use specialist terminology in insurance claims,Current,AUS07,30
FNSISV407,Use medical terminology in an insurance context,Current,AUS23,40
FNSISV501,Issue contracts of insurance covering non-routine and complex situations,Current,AUR99,50
FNSISV502,Review operational performance of the portfolio,Current,AUS02,100
FNSISV503,Undertake post-loss risk management,Current,AUS03,100
FNSISV504,Negotiate treaty reinsurance,Current,AUS13,40
FNSISV505,Determine risk rating for investment and insurance products,Current,AUS33,50
FNSISV506,Investigate insurance claims,Current,AUS29,60
FNSISV507,Implement claim recovery procedures,Current,AUS18,50
FNSISV508,"Review and advise on claims costs, policies and procedures",Current,AUS19,60
FNSISV509,"Analyse financial, medical and psychological claims assessments",Current,AUS34,60
FNSISV510,Manage non-routine and complex claims,Current,AUS21,50
FNSISV511,Settle non-routine and complex claims,Current,AUS16,30
FNSISV512,Work with legal teams to resolve complex claims,Current,AUS36,80
FNSISV513,Provide decisions on legal liability and indemnity of a claim,Current,AUS40,60
FNSISV514,Review and update claim reserves in portfolio,Current,AUS14,40
FNSISV515,Evaluate and report on status of claims portfolio,Current,AUS15,50
FNSISV516,Allocate authorities and guidelines for distribution,Current,AUS20,80
FNSISV517,Review claims settlement policies and procedures,Current,AUS30,60
FNSMCA301,Collect debts,Current,AUS22,40
FNSMCA302,Repossess property,Current,AUS26,40
FNSMCA303,Serve legal process,Current,AUS27,30
FNSMCA304,Locate subjects,Current,AUS24,20
FNSMCA401,Develop and document case recommendations,Current,AUS25,20
FNSMCA402,Initiate legal recovery of debts,Current,AUS38,40
FNSORG301,Administer fixed asset register,Current,AUS28,40
FNSORG401,Conduct individual work within a compliance framework,Current,AUS42,40
FNSORG501,Develop and manage a budget,Current,AUS35,50
FNSORG502,Develop and monitor policy and procedures,Current,AUS41,50
FNSORG503,Develop a resource plan,Current,AUS31,50
FNSORG504,Monitor and supervise work practices to meet financial services regulatory requirements,Current,AUS32,60
FNSORG505,Prepare financial reports to meet statutory requirements,Current,AUS46,50
FNSORG506,Prepare financial forecasts and projections,Current,AUS37,60
FNSORG507,Manage client service and business information,Current,AUS50,100
FNSORG508,Analyse and comment on management reports,Current,AUS39,40
FNSORG601,Negotiate to achieve goals and manage disputes,Current,AUS45,40
FNSORG602,Develop and manage financial systems,Current,AUS52,60
FNSORG603,Establish and prepare operational guidelines in a financial services organisation,Current,AUS53,50
FNSORG604,Establish outsourced services and monitor performance,Current,AUP50,40
FNSPIM301,Process benefit payments,Current,AUS66,30
FNSPIM302,Determine claim liability,Current,AUS57,20
FNSPIM303,Work within the personal injury management sector,Current,AUS44,35
FNSPIM304,Assess and determine ongoing entitlements,Current,AUS49,60
FNSPIM401,Plan and implement rehabilitation and return to work and health strategies,Current,AUS54,100
FNSPIM403,Educate clients on personal injury management issues,Current,AUS48,100
FNSPIM404,Assist clients with job placement,Current,AUX24,70
FNSPIM405,Facilitate a return to work,Current,AUS68,55
FNSPIM406,Develop and maintain knowledge of personal injury management insurance,Current,AUS47,35
FNSPIM407,Register policy,Current,AUS56,25
FNSPIM408,Renew and maintain policy,Current,AUS43,20
FNSPIM409,Maintain customer relationship,Current,AUS55,25
FNSPIM410,"Collect, assess and use information",Current,AUS51,20
FNSPIM412,Participate in formal communication processes,Current,AUS75,30
FNSPIM413,Assist with preparations for conciliation and review hearings,Current,AUS62,30
FNSPIM414,Manage personal injury claims,Current,AUS59,55
FNSPIM415,Manage personal injury case loads,Current,AUS67,55
FNSPIM501,Develop a return to work or injury management strategy,Current,AUS58,80
FNSPIM502,Facilitate workplace assessment with stakeholders for personal injury cases,Current,AUS76,60
FNSPIM503,Represent personal injury management agent or insurer at conciliation and review hearings,Current,AUS61,45
FNSPIM504,Manage impairment benefit claims,Current,AUS74,55
FNSPIM505,Use medical knowledge in the management of personal injury claims,Current,AUS60,35
FNSPRM601,"Establish, supervise and monitor practice systems to conform with legislation and regulations",Current,AUS64,60
FNSPRM602,Improve the practice,Current,AUS63,60
FNSPRM603,Grow the practice,Current,AUS70,60
FNSPRM604,"Prepare, supervise and monitor application of practice guidelines",Current,AUS81,60
FNSPRM605,"Establish or review marketing, client services and supplier relationships",Current,AUS65,80
FNSPRM606,"Establish or review human resources, administration and information support",Current,AUP51,80
FNSPRT301,Establish entitlements to an intestate estate,Current,AUX04,30
FNSPRT302,Administer a non-complex estate,Current,AUX18,50
FNSPRT303,Administer a non-complex trust,Current,AUS73,45
FNSPRT402,Prepare a will,Current,AUS83,60
FNSPRT403,Administer a complex estate,Current,AUS78,60
FNSPRT404,Administer a trust dealing with complex matters,Current,AUS71,60
FNSPRT405,Establish powers of attorney or financial administration orders,Current,AUS69,50
FNSPRT406,Administer powers of attorney or financial administration orders,Current,AUS72,50
FNSPRT501,Advise clients on trust structures,Current,AUS77,60
FNSPRT502,Advise clients in estate planning,Current,AUS90,60
FNSPRT503,"Assess, allocate and supervise work within the personal trustee sector",Current,AUS80,60
FNSRSK401,Implement risk management strategies,Current,AUS87,35
FNSRSK501,Undertake risk identification,Current,AUS94,40
FNSRSK502,Assess risks,Current,AUS85,40
FNSRSK601,Develop and implement risk mitigation plan,Current,AUS79,50
FNSRSK602,Determine and manage risk exposure strategies,Current,AUS93,50
FNSRTS301,Provide customer service in a retail agency,Current,AUT03,40
FNSRTS302,Handle foreign currency transactions,Current,AUS88,50
FNSRTS303,Balance retail transactions,Current,AUS89,30
FNSRTS304,Administer debit card services,Current,AUS82,30
FNSRTS305,Process customer accounts,Current,AUS84,30
FNSRTS306,Process customer transactions,Current,AUT10,30
FNSRTS307,Maintain Automatic Teller Machine (ATM) services,Current,AUS91,10
FNSRTS308,Balance cash holdings,Current,AUT06,20
FNSRTS309,Maintain main bank account,Current,AUT05,20
FNSRTS401,Manage credit card services,Current,AUS96,40
FNSRTS402,Prepare government returns and reports,Current,AUS95,15
FNSSAM301,Identify opportunities for cross-selling products and services,Current,AUS92,30
FNSSAM401,Sell financial products and services,Current,AUT11,40
FNSSAM402,Implement a sales plan,Current,AUS99,60
FNSSAM403,Prospect for new clients,Current,AUS98,15
FNSSAM501,Apply advanced selling techniques to selling of financial products and services,Current,AUT00,50
FNSSAM502,Assess market needs,Current,AUS97,60
FNSSAM503,Monitor market opportunities,Current,AUT13,30
FNSSAM601,Monitor performance in sales of financial products or services,Current,AUT01,40
FNSSAM602,Identify and evaluate marketing opportunities in the financial services industry,Current,AUT04,80
FNSSAM603,Tailor financial products to meet customer needs,Current,AUT02,50
FNSSAM604,Establish agreements with intermediaries for product distribution,Current,AUT15,80
FNSSMS401,Process self-managed superannuation contribution,Current,AUT23,40
FNSSMS501,Invest self-managed superannuation funds assets,Current,AUT09,60
FNSSMS502,Manage changes to fund structure,Current,AUT18,50
FNSSMS503,Manage administration activities of a superannuation fund,Current,AUT17,70
FNSSMS504,Meet self-managed superannuation fund compliance requirements,Current,AUT20,50
FNSSMS505,Support trustee in the selection and performance monitoring of outsourced services,Current,AUT07,50
FNSSMS601,Provide advice in self-managed superannuation funds,Current,AUT08,100
FNSSMS602,Consider taxation requirements when advising in self-managed superannuation funds,Current,AUT25,80
FNSSMS603,Apply legislative and operational requirements to advising in self-managed superannuation funds,Current,AUT12,120
FNSSUP301,Process superannuation fund payments,Current,AUT16,30
FNSSUP302,"Establish, maintain and process superannuation records",Current,AUT30,30
FNSSUP303,Process superannuation contributions,Current,AUT19,20
FNSSUP304,Process superannuation rollover benefits,Current,AUT14,20
FNSSUP305,Implement member investment instructions,Current,AUT26,30
FNSSUP306,Terminate superannuation plans,Current,AUT22,30
FNSSUP401,Process complex superannuation benefit or insurance claim,Current,AUT27,40
FNSSUP402,Assist in meeting superannuation compliance requirements,Current,AUT21,50
FNSSUP404,Establish and customise employer accounts,Current,AUP43,30
FNSSUP406,Establish and maintain fund or plan,Current,AUT24,65
FNSSUP407,Assess complex superannuation benefit or insurance claims,Current,AUT31,50
FNSSUP408,Participate in fund review practices,Current,AUT34,45
FNSSUP501,Supervise complaints procedures,Current,AUP54,50
FNSSUP502,Supervise insurer liaison,Current,AUP55,45
FNSSUP503,Develop client relationships with employers and establish superannuation systems,Current,AUT29,60
FNSSUP504,Provide advanced customer service to superannuation clients,Current,AUT36,50
FNSSUP505,Produce reports for superannuation,Current,AUT32,80
FNSSUP506,Supervise and monitor operational guidelines in a superannuation organisation,Current,AUT33,50
FNSSUP507,Review compliance with regulatory and contractual requirements,Current,AUT37,80
FNSSUP508,Provide effective information to members,Current,AUT41,60
FNSSUP509,Work within a defined benefit fund,Current,AUT35,50
FNSSUP510,Supervise insurance tender process,Current,AUT51,45
FNSSUP601,Liaise with and support trustees,Current,AUT38,60
FNSSUP602,Manage official complaints procedures and proceedings,Current,AUT39,70
FNSSUP603,Integrate investment strategy with fund operations,Current,AUT42,80
FNSTPB503,Apply legal principles in contract and consumer law,Current,AUT40,55
FNSTPB504,Apply legal principles in corporations and trust law,Current,AUT53,60
FNSTPB505,Apply legal principles in property law,Current,AUT43,60
FNSTPB506,Apply taxation requirements when providing tax (financial) advice services,Current,AUT48,55
FNSTPB507,Apply legal principles in commercial law when providing tax (financial) advice services,Current,AUT46,55
ICTDBS401,Identify physical database requirements,Current,AUX21,35
ICTDBS402,Complete database backup and restore,Current,AUT45,25
ICTDBS403,Create basic databases,Current,AUT57,40
ICTDBS404,Identify and resolve common database performance problems,Current,AUT44,25
ICTDBS407,Monitor physical database implementation,Current,AUT49,20
ICTDBS408,Link an RFID system to a database,Current,AUT54,25
ICTDBS409,Monitor and administer a database,Current,AUT47,25
ICTDBS412,Build a database,Current,AUT52,30
ICTDBS501,Monitor and improve knowledge management system,Current,AUT59,30
ICTDBS502,Design a database,Current,AUT67,50
ICTDBS503,Create a data warehouse,Current,AUT58,30
ICTDBS504,Integrate database with a website,Current,AUP56,25
ICTDBS601,Build a data warehouse,Current,AUP44,80
ICTDBS602,Develop a knowledge management strategy,Current,AUT50,80
ICTDBS603,Determine suitability of database functionality and scalability,Current,AUX03,30
ICTDMT401,Create visual design components for digital media,Current,AUT72,50
ICTDMT402,Produce interactive animation,Current,AUT74,60
ICTDMT403,Produce and edit digital images,Current,AUT60,40
ICTDMT501,Incorporate and edit digital video,Current,AUT55,50
ICTGAM301,Apply simple modelling techniques,Current,AUT61,50
ICTGAM302,Design and apply simple textures to digital art,Current,AUT62,50
ICTGAM303,Review and apply the principles of animation,Current,AUT56,60
ICTGAM401,Produce an interactive game,Current,AUT63,60
ICTGAM402,Identify and apply principles of games design and game playing,Current,AUT65,40
ICTGAM403,Create design documents for interactive games,Current,AUT66,30
ICTGAM404,Apply artificial intelligence in game development,Current,AUT68,60
ICTGAM405,Write story and content for digital games,Current,AUT64,30
ICTGAM406,Create visual design components for interactive games,Current,AUT78,50
ICTGAM407,Write scripts for interactive games,Current,AUT69,60
ICTGAM408,Use 3-D animation interface and toolsets,Current,AUT71,40
ICTGAM409,Create 3-D characters for interactive games,Current,AUT70,50
ICTGAM410,Develop 3-D components for interactive games,Current,AUT76,50
ICTGAM412,Design interactive media,Current,AUT75,40
ICTGAM413,Design and create 3-D digital models,Current,AUT80,50
ICTGAM414,Create audio for digital games,Current,AUT73,50
ICTGAM415,Develop simple environments for 3-D games,Current,AUT88,30
ICTGAM416,Prepare and complete image rendering processes,Current,AUT97,50
ICTGAM417,Apply digital effects to interactive products,Current,AUT81,50
ICTGAM418,Use simple modelling for animation,Current,AUP49,40
ICTGAM419,Build a database to support a computer game,Current,AUT77,30
ICTGAM501,Create design concepts for digital games and 3-D media,Current,AUT82,30
ICTGAM503,Create a complex 3-D interactive computer game,Current,AUP46,60
ICTGAM504,Manage interactive media production,Current,AUT79,40
ICTGAM506,Create complex code for mobile game devices,Current,AUU07,60
ICTGAM507,Develop intermediate 3-D software for games and interactive media,Current,AUT84,60
ICTGAM508,Develop complex 3-D software for games and interactive media,Current,AUT83,60
ICTGAM509,Design interactive 3-D applications for scientific and mathematical modelling,Current,AUT93,60
ICTGAM510,Prepare games for different platforms and delivery modes,Current,AUT85,50
ICTGAM511,Manage testing of games and interactive media,Current,AUT87,30
ICTGAM512,Create and implement designs for a 3-D games environment,Current,AUT86,50
ICTGAM514,Design and create models for a 3-D and digital effects environment,Current,AUT95,50
ICTGAM515,"Design and create advanced particles, fluids and bodies for 3-D digital effects",Current,AUT90,50
ICTGAM516,Animate a 3-D character for digital games,Current,AUT91,40
ICTGAM517,Produce a digital animation sequence,Current,AUT89,60
ICTGAM518,Animate physical attributes of models and elements,Current,AUT96,30
ICTGAM519,Manage technical art and rigging in 3-D animation,Current,AUU03,50
ICTGAM520,Create and combine 3-D digital games and components,Current,AUT94,30
ICTGAM521,Create interactive 3-D environments for digital games,Current,AUU14,40
ICTGAM522,Complete digital editing for the 3-D and digital effects environment,Current,AUT92,20
ICTGAM523,Collaborate in the design of 3-D game levels and environments,Current,AUU02,40
ICTGAM524,Integrate multiple data sources into interactive 3-D environments,Current,AUT99,30
ICTGAM525,Apply digital texturing for the 3-D environment in digital games,Current,AUU20,30
ICTGAM526,Create complex 3-D characters for games,Current,AUU16,60
ICTGAM527,Integrate database with online game,Current,AUT98,30
ICTGAM528,Create games for mobile devices,Current,AUU04,60
ICTGAM529,Analyse business opportunities in the digital games environment,Current,AUU05,30
ICTGAM530,Develop and implement physics in a 3-D digital game,Current,AUU06,40
ICTGAM531,Complete compositing to create elements for the 3-D and digital effects environment,Current,AUU01,40
ICTICT101,Operate a personal computer,Current,AUU00,20
ICTICT102,Operate word-processing applications,Current,AUX12,30
ICTICT103,"Use, communicate and search securely on the internet",Current,AUU13,50
ICTICT104,Use digital devices,Current,AUU12,30
ICTICT105,Operate spreadsheet applications,Current,AUU17,30
ICTICT106,Operate presentation packages,Current,AUU10,25
ICTICT107,Use personal productivity tools,Current,AUU15,30
ICTICT108,Use digital literacy skills to access the internet,Current,AUU11,20
ICTICT201,Use computer operating systems and hardware,Current,AUU09,60
ICTICT202,Work and communicate effectively in an ICT environment,Current,AUX00,30
ICTICT203,Operate application software packages,Current,AUU08,60
ICTICT204,Operate a digital media technology package,Current,AUU33,40
ICTICT205,Design basic organisational documents using computing packages,Current,AUU22,40
ICTICT206,Install software applications,Current,AUU23,15
ICTICT207,Integrate commercial computing packages,Current,AUU36,25
ICTICT208,Operate accounting applications,Current,AUU39,30
ICTICT209,Interact with ICT clients,Current,AUU18,20
ICTICT210,Operate database applications,Current,AUU21,35
ICTICT211,Identify and use basic current industry specific technologies,Current,AUX23,40
ICTICT212,Incorporate Indigenous needs and perspectives into ICT environment,Current,AUU19,20
ICTICT301,Create user documentation,Current,AUU24,20
ICTICT302,Install and optimise operating system software,Current,AUU25,20
ICTICT303,Connect internal hardware components,Current,AUU27,30
ICTICT304,Implement system software changes,Current,AUU26,15
ICTICT305,Identify and use current industry specific technologies,Current,AUU29,60
ICTICT306,Migrate to new technology,Current,AUU48,25
ICTICT307,Customise packaged software applications for clients,Current,AUU38,40
ICTICT308,Use advanced features of computer applications,Current,AUU37,35
ICTICT401,Determine and confirm client business requirements,Current,AUU30,35
ICTICT402,Determine project specifications and secure client agreement,Current,AUU35,20
ICTICT403,Apply software development methodologies,Current,AUU46,20
ICTICT404,Use online learning tools,Current,AUU45,30
ICTICT405,Develop detailed technical design,Current,AUU28,55
ICTICT406,Build a graphical user interface,Current,AUU31,20
ICTICT407,Maintain website information standards,Current,AUU43,20
ICTICT408,Create technical documentation,Current,AUU32,20
ICTICT409,Develop macros and templates for clients using standard products,Current,AUU42,55
ICTICT410,Conduct post-implementation ICT system reviews,Current,AUU54,20
ICTICT411,Select and employ software and hardware testing tools,Current,AUU40,35
ICTICT412,Coordinate and maintain ICT work teams,Current,AUU34,25
ICTICT413,Relate to clients on a business level,Current,AUU41,20
ICTICT415,Provide one-to-one instruction,Current,AUU50,20
ICTICT416,Contribute to the development of strategic plans,Current,AUU44,20
ICTICT417,"Identify, evaluate and apply current industry-specific technologies to meet industry standards",Current,AUU47,60
ICTICT418,"Contribute to copyright, ethics and privacy in an ICT environment",Current,AUU49,40
ICTICT419,Work effectively in the digital media industry,Current,AUU51,30
ICTICT420,Develop client user interface,Current,AUU61,40
ICTICT421,"Connect, maintain and configure hardware components",Current,AUU55,40
ICTICT422,Participate in ICT services,Current,AUU52,20
ICTICT423,Select cloud storage strategies,Current,AUU62,35
ICTICT501,Research and review hardware technology options for organisations,Current,AUU58,20
ICTICT502,Develop detailed component specifications from project specifications,Current,AUU57,40
ICTICT503,Validate quality and completeness of system design specifications,Current,AUU56,20
ICTICT504,Confirm transition strategy for a new system,Current,AUU53,10
ICTICT505,Determine acceptable developers for projects,Current,AUU69,30
ICTICT506,Implement process re-engineering strategies,Current,AUU60,20
ICTICT507,Select new technology models for business,Current,AUX17,20
ICTICT508,Evaluate vendor products and equipment,Current,AUU74,20
ICTICT509,Gather data to identify business requirements,Current,AUU63,30
ICTICT510,Determine appropriate ICT strategies and solutions,Current,AUU65,25
ICTICT511,Match ICT needs with the strategic direction of the enterprise,Current,AUU64,25
ICTICT512,Plan process re-engineering strategies for business,Current,AUU66,30
ICTICT514,Identify and manage the implementation of current industry specific technologies,Current,AUU59,60
ICTICT515,Verify client business requirements,Current,AUU68,40
ICTICT601,Develop ICT strategic and action plans,Current,AUU70,25
ICTICT602,Develop contracts and manage contracted performance,Current,AUU67,25
ICTICT603,Manage the use of appropriate development methodologies,Current,AUU71,30
ICTICT604,Identify and implement business innovation,Current,AUU80,60
ICTICT605,Implement a knowledge management strategy,Current,AUU75,30
ICTICT606,Develop communities of practice,Current,AUU73,30
ICTICT608,Interact with clients on a business level,Current,AUU72,40
ICTICT609,Lead the evaluation and implementation of current industry specific technologies,Current,AUU83,80
ICTICT610,"Manage copyright, ethics and privacy in an ICT environment",Current,AUU82,30
ICTICT801,Lead research into identifying new marketplace opportunities,Current,AUU77,80
ICTICT802,Direct ICT services,Current,AUU89,80
ICTICT803,Endorse business plan components for a new initiative,Current,AUU81,80
ICTICT804,Direct ICT in a supply chain,Current,AUU76,80
ICTICT805,Direct ICT procurement,Current,AUU78,80
ICTICT806,Direct outsourced ICT services,Current,AUU86,80
ICTICT807,Direct research and business response to new ICT technology,Current,AUX22,80
ICTICT808,Direct the development of a knowledge management strategy for a business,Current,AUU93,80
ICTICT809,Facilitate business analysis,Current,AUU84,80
ICTICT810,Synchronise ICT projects,Current,AUU85,80
ICTICT811,Manage an information architecture project,Current,AUU87,80
ICTICT812,Develop a business intelligence framework,Current,AUU79,80
ICTICT813,Manage ICT services,Current,AUU88,80
ICTICT814,Develop cloud computing strategies for a business,Current,AUU91,35
ICTICT815,Manage automated ICT system applications using enterprise wide operating system,Current,AUU90,45
ICTNWK301,Provide network systems administration,Current,AUP69,20
ICTNWK302,Determine and action network problems,Current,AUP58,30
ICTNWK303,Configure and administer a network operating system,Current,AUP57,40
ICTNWK304,Administer network peripherals,Current,AUP60,20
ICTNWK305,Install and manage network protocols,Current,AUP59,30
ICTNWK306,Evaluate characteristics of cloud computing solutions and services,Current,AUU94,35
ICTNWK401,Install and manage a server,Current,AUP63,20
ICTNWK402,Install and configure virtual machines for sustainable ICT,Current,AUP67,50
ICTNWK403,Manage network and data integrity,Current,AUP64,40
